"","ID","theta1","theta2","a_sum","b_sum","c_sum","a01","a02","a03","a04","a05","a06","a07","a08","a09","a10","b01","b02","b03","b04","b05","b06","b07","b08","b09","b10","c01","c02","c03","c04","c05","c06","c07","c08","c09","c10"
"628",628,-0.939027666360937,-0.903004741235891,4,2,5,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0
"629",629,-1.81746012560614,-0.586711348238219,2,2,6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
"630",630,1.78792036190604,1.82638025567587,8,8,8,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1
"631",631,-0.331554488805696,-0.843647432154331,5,5,4,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0
"632",632,-1.36840890239295,-1.8455354792777,4,1,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"633",633,-0.0238668826349322,0.94749919253606,2,4,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1
"634",634,0.249510060469923,0.287824505072651,7,8,3,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0
"635",635,-1.55588640063809,-0.789023453864707,4,3,5,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0
"636",636,-1.73862940459432,-1.62666982062143,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"637",637,0.370465419807119,-0.571907288573975,6,4,4,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0
"638",638,0.926325499948859,1.04716676724743,6,7,5,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0
"639",639,1.00721199886183,0.0945871499893852,6,7,4,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0
"640",640,0.583162376548532,-1.43695504014921,5,5,2,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"641",641,-0.27525682537416,-1.16959957480601,5,4,4,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0
"642",642,0.971935047433198,-0.50243365249834,7,2,7,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0
"643",643,0.737007767366525,-0.464463775247113,6,7,3,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0
"644",644,0.908444772533993,0.182247966860755,8,6,7,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0
"645",645,-0.739343741441756,0.053801582009767,4,1,8,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
"646",646,0.98697804880676,0.570748865334011,7,7,6,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1
"647",647,-0.485765735250142,-0.953242041610139,5,5,7,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0
"648",648,0.273054982492948,-0.845575197273342,5,4,4,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0
"649",649,0.716134787662094,0.566993606416112,6,6,5,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0
"650",650,0.379137090305816,1.33554403388704,4,8,6,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0
"651",651,-2.06808891056178,-1.28949972306661,2,2,5,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
"652",652,-0.284662853891717,0.470322084927681,3,6,6,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1
"653",653,0.300226988262743,0.754209190643206,4,6,6,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0
"654",654,-0.661148333298928,-1.85175309052308,4,3,3,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"655",655,0.284088128295993,0.548379830106153,6,3,6,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
"656",656,-0.412912599917389,-1.02152731393115,4,4,4,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
"657",657,0.97623181204424,0.790898241599738,4,7,5,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0
"658",658,-0.118276101838719,1.05095434040343,5,8,10,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
"659",659,0.625994804353619,0.706042844256224,7,6,4,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0
"660",660,-0.0914909503206648,0.300582962101446,3,5,6,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0
"661",661,0.519446096857473,0.97643687098106,5,9,5,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1
"662",662,0.92926526382226,1.4618560398055,5,7,6,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0
"663",663,2.23959893596123,1.1660425270894,7,8,5,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0
"664",664,-0.216689627199672,0.167507949690591,5,5,5,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0
"665",665,-2.36695721820742,-1.52851353906649,2,2,3,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"666",666,0.512516375049835,-0.457911733333391,4,4,3,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"667",667,0.437209718538177,-0.0811672614375641,8,5,5,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0
"668",668,0.892439683712387,-1.16150571768591,9,5,2,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"669",669,0.354491542017977,0.629813222531158,6,8,5,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0
"670",670,0.939616754906935,0.810928829722066,8,5,6,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0
"671",671,0.116076095624613,-1.01324798210328,7,5,3,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"672",672,-0.0236757169729748,-0.485712331929999,4,4,3,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
"673",673,1.05964750267831,-0.370564583640696,7,5,4,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1
"674",674,-0.920662607208945,-0.0323528685808862,3,2,7,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0
"675",675,0.462172892347761,-0.304093147072264,5,3,6,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0
"676",676,-1.96403498455936,-1.43374224630393,2,2,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
"677",677,-0.837451110836592,-1.10227210600632,3,2,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
"678",678,-1.3685360114686,-0.931203932305526,3,4,3,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"679",679,-0.417867667331239,-1.06065194594511,5,4,4,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0
"680",680,-1.0463609440256,-0.154477723467865,1,6,5,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
"681",681,0.375590315479112,0.286581615406062,7,7,8,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0
"682",682,0.619691271660269,1.08137834748297,4,7,7,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0
"683",683,-0.865797731346292,-0.394067497622074,4,5,2,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"684",684,-1.23659090796286,-0.489984856481105,3,4,5,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0
"685",685,-0.93725844516035,-0.866999584287932,3,1,5,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
"686",686,-0.57311050387592,-0.144978234431233,3,6,6,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0
"687",687,0.0715729390123229,-0.485583429538408,4,4,6,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0
"688",688,1.50551634394641,-0.667866203907364,8,6,3,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"689",689,-0.74635260580653,0.189801653436829,4,5,7,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0
"690",690,-1.83523911313969,-1.76480990351256,3,2,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
"691",691,0.325367031219872,-0.483735842025964,6,4,2,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"692",692,1.48616369681658,0.570104177307565,7,8,6,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0
"693",693,1.06254686845006,1.00136707097335,5,6,4,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1
"694",694,0.257704299867158,-1.62422867893885,7,3,4,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0
"695",695,-1.97491338549505,-0.70591422684857,1,3,4,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
"696",696,2.24421654135241,2.01326911863599,8,9,7,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1
"697",697,-0.183145474440906,-0.0981775821974783,5,4,6,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0
"698",698,-0.299191173790753,0.130400657346722,4,5,4,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0
"699",699,1.19310331544613,-0.464647452268879,8,7,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"700",700,-2.21387857877548,-0.581719765509694,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0
"701",701,-1.49259353009742,0.231281030471457,3,4,6,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0
"702",702,-0.54681369907367,-2.12131081302223,5,2,3,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"703",703,0.0331463972552697,-1.23362148317396,5,6,2,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"704",704,-0.0517094751841024,0.257562731598755,4,4,5,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0
"705",705,-1.54867480433097,-0.815071314472148,2,4,4,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"706",706,1.8300186040292,-0.808138627779395,10,5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"707",707,-1.02540673644153,1.52656529521983,4,3,8,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1
"708",708,-0.307449199825426,-1.25869716551672,3,2,3,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"709",709,0.32024283608271,0.0717634631413908,4,4,4,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
"710",710,0.668201351067314,0.627513230557212,6,7,6,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1
"711",711,1.11818068108316,0.719690209236341,6,4,7,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0
"712",712,0.131005756462348,-0.499669789381711,7,5,4,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
"713",713,-0.109202680944783,-0.0529810035670043,6,6,5,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0
"714",714,-0.78626238771202,0.63606910018894,2,4,7,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0
"715",715,0.579803973767318,1.91688102488747,4,5,10,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1
"716",716,1.65292534887312,0.295756330720026,8,7,3,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
"717",717,0.967254817999639,0.477971091270678,8,4,5,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
"718",718,-1.12075892343316,0.623070059021598,1,5,6,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0
"719",719,-0.452628854528573,1.09910198199466,4,6,7,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0
"720",720,0.859453036464537,-0.160933692589011,6,6,4,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
"721",721,-1.83384190488374,0.0296108342869844,2,1,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0
"722",722,-1.00542529587833,-1.9880859356079,3,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"723",723,0.869922937121625,0.241759280594311,8,6,3,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0
"724",724,-1.42503760668621,-1.22380593386843,5,5,6,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0
"725",725,0.0971123971174189,-0.0941961631186487,5,6,4,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0
"726",726,1.1541364732758,-0.720694532217071,8,5,3,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0
"727",727,1.10272019493298,-0.126073226191923,9,7,4,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0
"728",728,-0.245628266231403,0.573724133893664,3,7,4,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0
"729",729,0.63385558021093,-1.90319560723779,9,3,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"730",730,0.630839614424296,1.07759616976601,8,8,8,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
"731",731,2.21645234831849,0.794949671717988,8,7,5,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0
"732",732,0.84198362362683,0.684262843985065,6,7,7,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0
"733",733,-1.6643195812448,-1.70218253202537,4,1,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
"734",734,0.58480736337992,1.83932969880142,5,7,8,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1
"735",735,0.187450530519865,-0.284542277380827,7,6,5,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0
"736",736,0.726484859962573,0.182693341436838,8,4,4,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
"737",737,0.11768162133024,0.959711547194911,4,5,4,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
"738",738,0.115023541383443,-0.282488732561781,6,3,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"739",739,-0.310616393327453,0.180256711059761,4,3,5,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0
"740",740,0.367681226900751,1.39755059807336,4,7,7,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0
"741",741,0.987433429203468,0.245097255306396,5,6,5,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0
"742",742,0.483332149733527,1.23185237323235,5,7,7,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0
"743",743,2.24828657890636,1.87906352794476,7,7,8,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0
"744",744,0.337777868918791,0.813024164354125,6,8,6,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0
"745",745,0.39203616118229,-0.0328414600585009,4,7,3,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
"746",746,-2.73446021472509,-1.09446864968591,1,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"747",747,1.82821129653413,2.83397411653276,4,7,9,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
"748",748,-0.32086494781229,-0.515155831174784,4,5,5,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
"749",749,3.37354079095814,0.739620390084686,9,9,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
"750",750,-0.320657759162756,0.96955945367628,5,6,8,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0
"751",751,1.42319112127587,1.24144814711167,6,7,7,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1
"752",752,0.572422885162974,-0.762446735554919,9,6,3,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
"753",753,0.383727403058439,0.502165930664312,5,7,4,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0
"754",754,0.174574693188519,0.196011398236666,4,5,7,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0
"755",755,0.0685575597681733,-0.39092806742332,5,5,2,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"756",756,-0.618847752466372,0.410319531302677,1,6,8,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0
"757",757,1.2971872242528,0.457093305079732,8,7,5,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0
"758",758,-0.265696894342881,-0.0832388518104347,7,4,4,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
"759",759,-1.13711375651924,-2.39225585354591,3,2,3,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"760",760,-0.357565955304278,0.0182758236745141,7,6,5,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0
"761",761,0.308804322930212,0.626140431306985,5,5,6,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
"762",762,1.27443809691623,-0.206705475579266,10,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0
"763",763,0.718145651912875,0.349781134269894,6,8,7,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0
"764",764,-1.81092768520192,-1.1198781205079,3,3,3,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"765",765,-0.280807237643217,0.919487217006115,3,4,8,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
"766",766,0.564583286685175,1.11179803951661,4,6,7,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0
"767",767,1.28064479192242,0.930454344238851,6,8,5,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0
"768",768,-1.29494141479199,0.905297063608305,2,4,6,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0
"769",769,-0.0447063057847594,-0.512828008063596,7,5,4,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0
"770",770,1.86706858442485,0.709942133811036,8,7,6,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0
"771",771,-1.11021820324375,-1.7787179154151,4,2,2,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"772",772,-1.05155604649578,0.294944332213112,1,7,5,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
"773",773,0.597121585987537,0.195225977995681,6,5,3,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
"774",774,-1.66381677487595,-1.13824958191634,2,3,3,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"775",775,-0.578614286229435,1.06294395117312,5,8,7,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0
"776",776,1.79610959516047,1.45644629900752,6,6,6,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
"777",777,0.323088495972039,-0.33012175403571,4,7,6,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0
"778",778,0.00380733806408837,-0.486103856873072,6,4,5,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
"779",779,-0.989794839119012,1.81236605693562,4,7,9,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1
"780",780,0.14645179823146,-0.629818977013614,5,5,3,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
"781",781,0.544605890673793,0.864244884126678,5,6,4,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
"782",782,0.342744444099873,1.22378373249415,4,7,8,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
"783",783,0.569102157137743,-0.564440063130411,6,3,3,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"784",784,-1.23109753189422,-0.806993070196163,3,5,6,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0
